Lgi1	ASC
Arrb1	ASC
Mdk	ASC
Ndufa4	ASC
Amer2	ASC
Fgfrl1	ASC
Spag9	ASC
Kcna2	ASC
Ptprf	ASC
Slc20a2	ASC
Lgalsl	ASC
Abcd2	ASC
Atp5d	ASC
Sorl1	ASC
Clcn3	ASC
Slc25a3	ASC
Selenow	ASC
Aldh2	ASC
Cdh2	ASC
Tuba4a	ASC
Cystm1	ASC
9330159F19Rik	ASC
Ift27	ASC
Rb1	ASC
Dgkb	ASC
Nfib	ASC
Atl2	ASC
Apba2	ASC
Tagln3	ASC
Pcdh7	ASC
Tmem44	ASC
S100a13	ASC
Slc25a33	ASC
Phkb	ASC
Itsn1	ASC
Gk	ASC
Slitrk2	ASC
Fnbp1	ASC
Dgcr6	ASC
Bmpr1a	ASC
mt-Co1	ASC
Fam228b	ASC
Foxg1	ASC
Sema4b	ASC
Axl	ASC
Atp5j	ASC
Serpine2	ASC
Sema6d	ASC
mt-Co3	ASC
Dmd	ASC
Timp3	ASC
Sema4a	ASC
Cbr3	ASC
Oaf	ASC
Slc38a3	ASC
Dag1	ASC
Psph	ASC
Efr3b	ASC
Idh1	ASC
Lfng	ASC
Srgap3	ASC
Psat1	ASC
Hspa2	ASC
Per3	ASC
AY036118	ASC
Fuom	ASC
Usp53	ASC
Pitpnc1	ASC
Mmut	ASC
Kbtbd11	ASC
Ptgr2	ASC
Wnk2	ASC
Pnpla7	ASC
Decr1	ASC
Uqcrh	ASC
Plekhb1	ASC
mt-Atp6	ASC
Pfkp	ASC
Pigs	ASC
E130114P18Rik	ASC
Tspan12	ASC
Sall2	ASC
Echdc1	ASC
Kif1a	ASC
Pdlim4	ASC
Sqle	ASC
Fbxo44	ASC
mt-Nd4	ASC
Cdh10	ASC
Omg	ASC
Fgfr2	ASC
Capn2	ASC
Carmil1	ASC
Lhfp	ASC
Tpcn1	ASC
Meis2	ASC
Bhlhe40	ASC
Alcam	ASC
mt-Cytb	ASC
Syt11	ASC
Dhcr24	ASC
Tspan15	ASC
Sdc2	ASC
mt-Nd5	ASC
mt-Nd4l	ASC
Usp54	ASC
Mro	ASC
Mdga2	ASC
Slco1c1	ASC
Cyp2j6	ASC
Tnfrsf19	ASC
Nebl	ASC
Aplp1	ASC
Sybu	ASC
Sox21	ASC
Chchd2	ASC
S100a16	ASC
Cpt1a	ASC
Gabra2	ASC
Nckap5	ASC
Adgrb3	ASC
mt-Co2	ASC
S100a6	ASC
Ncam1	ASC
Anxa5	ASC
Pink1	ASC
Etfa	ASC
Hadh	ASC
Mir99ahg	ASC
Dbt	ASC
Oxct1	ASC
Nudt19	ASC
Cavin3	ASC
Pcyt2	ASC
Glo1	ASC
Fbrsl1	ASC
Abr	ASC
Adgrl1	ASC
Ndufa2	ASC
Cox6a1	ASC
Bola3	ASC
Tecr	ASC
Pmvk	ASC
Pts	ASC
Rhobtb3	ASC
Tmem256	ASC
Pnisr	ASC
Astn1	ASC
Mthfd2l	ASC
Cox6b1	ASC
Uqcrc1	ASC
Idh3b	ASC
Atp5c1	ASC
Acaca	ASC
Gpx4	ASC
Ndufa5	ASC
Hist1h1c	ASC
Smox	ASC
Arl3	ASC
Atp5f1	ASC
Abcd3	ASC
Smpd1	ASC
Ndufs6	ASC
Ppp2r2b	ASC
Slc48a1	ASC
Lysmd2	ASC
Cdh11	ASC
Pgam1	ASC
Fgd4	ASC
Epdr1	ASC
Tnfaip8	ASC
Sdha	ASC
Mdh1	ASC
Emc8	ASC
Rab9	ASC
Pnkd	ASC
Suclg2	ASC
Paxx	ASC
Ndufa3	ASC
Cuedc1	ASC
Fat3	ASC
Ankrd40	ASC
Srebf2	ASC
Ndufa11	ASC
Apc	ASC
Gpi1	ASC
Fam172a	ASC
Ndufb6	ASC
Ncoa1	ASC
Cox7a2	ASC
Gatd3a	ASC
Rfx3	ASC
Cadm4	ASC
Dhrs1	ASC
01-Mar	ASC
Itgav	ASC
Atp2a2	ASC
Glrb	ASC
Son	ASC
Nckap1	ASC
Ptpmt1	ASC
Tubb2a	ASC
Pdha1	ASC
Ccdc34	ASC
Tjp2	ASC
Ahcyl2	ASC
Ndufb2	ASC
Nfix	ASC
Adgrb2	ASC
Dhrs3	ASC
Cisd1	ASC
Kif1c	ASC
Il11ra1	ASC
Cbx5	ASC
Dock1	ASC
Prdx2	ASC
Nedd4	ASC
Osbpl1a	ASC
Rtn3	ASC
Lrrc8a	ASC
mt-Nd6	ASC
Ndufv2	ASC
Ywhae	ASC
Acadvl	ASC
Ndufb7	ASC
Vdac1	ASC
Haghl	ASC
Chchd3	ASC
Sod1	ASC
Ndufb1-ps	ASC
Itpkb	ASC
Fam162a	ASC
Cycs	ASC
Pik3ip1	ASC
Tcf7l2	ASC
Cyc1	ASC
Tmem205	ASC
Nt5c2	ASC
Fdps	ASC
Paics	ASC
Sdhc	ASC
Mdh2	ASC
Btbd1	ASC
Rnf215	ASC
Cfap36	ASC
Mlf2	ASC
Mageh1	ASC
Nrn1	ASC
Casc4	ASC
Ptprt	ASC
Akt2	ASC
Cib1	ASC
Npepps	ASC
1810037I17Rik	ASC
Micos13	ASC
Cops9	ASC
Insig1	ASC
Abhd4	ASC
Acat1	ASC
Nudt9	ASC
Arnt2	ASC
Sdhb	ASC
Ubr5	ASC
Ndufaf4	ASC
Ptms	ASC
H2afj	ASC
2610507B11Rik	ASC
Ptpn4	ASC
Acadm	ASC
Pkm	ASC
Mcee	ASC
Gclm	ASC
Ghitm	ASC
Adgrg1	ASC
Acbd5	ASC
Bpgm	ASC
Ndufa10	ASC
Mcur1	ASC
Ndufa7	ASC
Ptpra	ASC
AI413582	ASC
Mrpl51	ASC
Tmcc1	ASC
Thap12	ASC
Ndufab1	ASC
Cat	ASC
Stt3b	ASC
Ndufb5	ASC
Hspa9	ASC
Ndufv1	ASC
Bmyc	ASC
Aamdc	ASC
Idh3a	ASC
Hsd17b12	ASC
Tmx2	ASC
Pebp1	ASC
Ndufb4	ASC
Tef	ASC
Ndufs1	ASC
Ktn1	ASC
Hsd17b10	ASC
Clasp2	ASC
Timm13	ASC
Ndufa8	ASC
Bckdha	ASC
Ide	ASC
Sh3bgrl	ASC
Rabep1	ASC
Mrps36	ASC
Ap3m1	ASC
Lsm6	ASC
Higd1a	ASC
4931406C07Rik	ASC
Ryk	ASC
Abi1	ASC
Xpr1	ASC
Uqcrb	ASC
1110065P20Rik	ASC
Ech1	ASC
Hk1	ASC
Prpf19	ASC
Ndufv3	ASC
Prdx5	ASC
Mocs2	ASC
Coq10b	ASC
Mindy2	ASC
Ndufs3	ASC
Swi5	ASC
Atxn10	ASC
Glrx2	ASC
Hadha	ASC
Emc3	ASC
Ndufs7	ASC
Tmem106b	ASC
Cyb5b	ASC
4833439L19Rik	ASC
Lin7c	ASC
Gatad1	ASC
Pnrc2	ASC
Ubqln2	ASC
0610012G03Rik	ASC
Uqcrc2	ASC
Mrpl18	ASC
Dazap2	ASC
Mib1	ASC
Malat1	ASC
Ndufb3	ASC
Romo1	ASC
Zfp24	ASC
Amfr	ASC
Fam168b	ASC
Emc2	ASC
Ndufa6	ASC
Ddx17	ASC
Timm8b	ASC
Mrpl42	ASC
Cox17	ASC
Mrps33	ASC
Mrps14	ASC
Dynlt3	ASC
Gmfb	ASC
Pdgfra	OPC
Lhfpl3	OPC
Olig1	OPC
C1ql1	OPC
Tnr	OPC
Cspg4	OPC
Matn4	OPC
Vcan	OPC
Gpr17	OPC
Cntn1	OPC
Olig2	OPC
Epn2	OPC
Pcdh15	OPC
Cacng4	OPC
Ncald	OPC
Gjc3	OPC
Ptprz11	OPC
Sulf2	OPC
Xylt1	OPC
Qpct	OPC
Opcml	OPC
Cdo1	OPC
Sox10	OPC
Cspg51	OPC
Lrrtm3	OPC
Nxph1	OPC
Rlbp1	OPC
Brinp3	OPC
Armh4	OPC
Neu4	OPC
Olfm2	OPC
Nav1	OPC
Anks1b	OPC
Ccnd1	OPC
Dpp6	OPC
Pllp	OPC
Sdc3	OPC
Tmem100	OPC
Dscam	OPC
Sox6	OPC
Pcsk1n	OPC
Nrxn2	OPC
Rev3l	OPC
Sox4	OPC
Spon1	OPC
Lrrtm2	OPC
Vxn	OPC
Sema3d	OPC
Zfp462	OPC
Csmd3	OPC
Pou3f1	OPC
Rgcc	OPC
Pde10a	OPC
Fosb	OPC
Mmp15	OPC
Fabp71	OPC
Marcks	OPC
S100a161	OPC
Traf4	OPC
G0s2	OPC
Mmp16	OPC
Sox11	OPC
Megf11	OPC
Lrrn1	OPC
Nlgn3	OPC
Ugdh	OPC
Ankrd11	OPC
Slc35f1	OPC
Sema5a	OPC
Serpine21	OPC
Slc22a17	OPC
Pid1	OPC
Kcnq1ot1	OPC
Pcdh17	OPC
Brinp1	OPC
Susd5	OPC
Pcdh11x	OPC
Lrp1	OPC
Grin3a	OPC
Lrp1b	OPC
Mfsd2a	OPC
Spry1	OPC
Gm2a	OPC
Emid1	OPC
Nap1l5	OPC
Fip1l1	OPC
Peg3	OPC
Rap1gap	OPC
Zdhhc2	OPC
1700025G04Rik	OPC
Phlda1	OPC
Kcnip3	OPC
Scrg11	OPC
Lrrc4c	OPC
Tpm1	OPC
Nr4a1	OPC
Calcrl	OPC
Plppr5	OPC
Fxyd6	OPC
Chadl	OPC
Tox3	OPC
Igsf9b	OPC
Srgap1	OPC
Csmd1	OPC
Gria4	OPC
Chst11	OPC
Ampd3	OPC
Gng3	OPC
Tmem121	OPC
Cttnbp2	OPC
Dnm3	OPC
Sh3bp4	OPC
Dpysl3	OPC
Arhgap31	OPC
Gria3	OPC
Epha5	OPC
Ppfibp1	OPC
Car8	OPC
Sez6l	OPC
Ptpre	OPC
Cobl	OPC
Rpl13	OPC
Il1rapl1	OPC
Stk32a	OPC
Tmem132b	OPC
Usp24	OPC
Kank1	OPC
Ascl1	OPC
Gm47591	OPC
Caskin2	OPC
Serinc5	OPC
Nlgn1	OPC
Zcchc24	OPC
Midn	OPC
S100a11	OPC
Plppr1	OPC
Tuba1a	OPC
Prrx1	OPC
Gfra1	OPC
Pxdc1	OPC
Ptn1	OPC
Fchsd2	OPC
Tmem176b	OPC
Grid2	OPC
Gm26802	OPC
Nova1	OPC
Rtn1	OPC
Myt1	OPC
Ppp1r14b	OPC
Nlgn2	OPC
Itgb81	OPC
B3gat2	OPC
Zeb1	OPC
Unc5c	OPC
Ednrb1	OPC
Edil3	OPC
Hip1	OPC
Arl2bp	OPC
Lnx1	OPC
Mir9-3hg	OPC
Elfn2	OPC
Ccdc88a1	OPC
Ncam11	OPC
Sox22	OPC
Pcp4	OPC
Prkcq	OPC
Tspan31	OPC
Cask	OPC
Tspyl4	OPC
Csmd2	OPC
Phldb1	OPC
Angptl1	OPC
Ppp1r14c	OPC
Khdrbs2	OPC
Vstm2b	OPC
Gpt2	OPC
Acp1	OPC
Pdia6	OPC
Ppib	OPC
Nrxn11	OPC
Slitrk1	OPC
Sntg1	OPC
Tacc2	OPC
Sox5	OPC
Ntrk3	OPC
Plpp4	OPC
Syt111	OPC
Pcdh9	OPC
Tspan6	OPC
Podxl2	OPC
Tsc22d1	OPC
Sirt2	OPC
Slc1a1	OPC
Nsg1	OPC
Adgrl3	OPC
Trib2	OPC
Dscaml1	OPC
Fez1	OPC
Shisa7	OPC
Scn3a	OPC
Shc4	OPC
Ptprs	OPC
Pcmtd2	OPC
Ly6h	OPC
Gm4258	OPC
Alcam1	OPC
Phactr31	OPC
Ankrd28	OPC
Sh3d19	OPC
Gal3st1	OPC
Papss1	OPC
Scg5	OPC
Chl1	OPC
Sox8	OPC
Creb5	OPC
Tmem176a	OPC
S100a131	OPC
Bcas1	OPC
Abhd2	OPC
Stmn3	OPC
Cd9	OPC
Basp1	OPC
Rprm	OPC
Cdh13	OPC
Tenm1	OPC
Jun	OPC
Cadm41	OPC
Elavl4	OPC
Bcan1	OPC
Slc38a2	OPC
Kcnmb4	OPC
Evi5l	OPC
Slitrk21	OPC
Marcksl1	OPC
Cyp2j61	OPC
Tmem163	OPC
Minar2	OPC
Dlgap1	OPC
Wscd1	OPC
Kctd4	OPC
Tceal3	OPC
Agap1	OPC
Pgp	OPC
Smoc1	OPC
B3gat1	OPC
Eif1b	OPC
C130071C03Rik	OPC
Neto1	OPC
B230209E15Rik	OPC
Lrrc4b	OPC
Sox211	OPC
Galnt13	OPC
Abhd17b	OPC
Smarcd1	OPC
Spry4	OPC
Susd4	OPC
Enpp2	OPC
Mapk7	OPC
Gm38039	OPC
Elfn1	OPC
Fign	OPC
Pdzrn4	OPC
Fos	OPC
Psip1	OPC
Mdga21	OPC
Caly	OPC
Sorcs3	OPC
Rnf144a	OPC
Bicd1	OPC
4430402I18Rik	OPC
Slc22a23	OPC
Tgfa	OPC
Dner	OPC
Ostf1	OPC
Nav3	OPC
Tra2a	OPC
Arxes2	OPC
Dcx	OPC
Ss18l2	OPC
Bex3	OPC
Sox2ot	OPC
Hist3h2ba	OPC
Kcnd2	OPC
Lrrtm4	OPC
Kif3a	OPC
Agpat51	OPC
Ank3	OPC
Gm50240	OPC
Chd7	OPC
Flrt3	OPC
Prkg2	OPC
Sox3	OPC
Dbpht2	OPC
Tcf4	OPC
Snx22	OPC
Gm1673	OPC
Afap1l2	OPC
Il1rap	OPC
Adora1	OPC
Tmem179	OPC
Adarb2	OPC
Zfp36l1	OPC
Lsamp1	OPC
Unc13c	OPC
Ppp2r2b1	OPC
4632427E13Rik	OPC
Pcdh20	OPC
Cntn4	OPC
Txndc16	OPC
Igsf21	OPC
Rcn1	OPC
Asic1	OPC
Snx1	OPC
Cdh6	OPC
28-Feb	OPC
Mageh11	OPC
Sapcd2	OPC
Mpped2	OPC
Pcdh101	OPC
Slitrk3	OPC
Fry	OPC
Nr4a3	OPC
Amotl2	OPC
Ehd3	OPC
Vldlr	OPC
Sema6a	OPC
Slc7a3	OPC
Fyn	OPC
Trio	OPC
Trnp1	OPC
Cenpv	OPC
Ap2a1	OPC
Arxes1	OPC
06-Sep	OPC
Pdzd2	OPC
Nckap51	OPC
Lcorl	OPC
Zfp608	OPC
Maged1	OPC
St8sia1	OPC
Manf	OPC
Tmem255b	OPC
Mgat5b	OPC
Rspry1	OPC
Cp	OPC
Dpyd	OPC
Jam3	OPC
Lima1	OPC
Hsd17b121	OPC
BC005561	OPC
Hip1r	OPC
Creg2	OPC
Gnb4	OPC
Fam89a	OPC
Vezf1	OPC
Nkx2-2	OPC
Tceal9	OPC
Acan	OPC
Cadm21	OPC
Atxn7l3b	OPC
Arsb	OPC
Prune2	OPC
Ncan1	OPC
Atp6v0e	OPC
Cpq	OPC
Serf1	OPC
Mdk1	OPC
Sema5b	OPC
Bex4	OPC
Tceal8	OPC
C430049B03Rik	OPC
Dll1	OPC
Etv1	OPC
Tmem255a	OPC
Abcg1	OPC
Rims2	OPC
Galnt10	OPC
Ndfip1	OPC
Casc41	OPC
Calr	OPC
Adam9	OPC
Uchl3	OPC
Fbxo7	OPC
Aplp2	OPC
Ncam2	OPC
Pcsk2	OPC
Chpt11	OPC
Os9	OPC
Rufy3	OPC
Nalcn	OPC
Acap3	OPC
Nktr	OPC
Vapa	OPC
Sstr1	OPC
Kifap3	OPC
Elovl6	OPC
Map2	OPC
Npc1	OPC
Dbi1	OPC
Rap2a	OPC
A930009A15Rik	OPC
Gm4876	OPC
Itpr2	OPC
Ctnnd21	OPC
Raph1	OPC
Tub	OPC
Tac1	OPC
Slc24a5	OPC
Hnrnpa0	OPC
Tmem63b	OPC
Spcs2	OPC
Tmco3	OPC
Arhgap20	OPC
Ppp2r2a	OPC
C1ql3	OPC
Cers4	OPC
Hdgfl3	OPC
Col9a3	OPC
Cmtm4	OPC
Ankrd12	OPC
Morf4l2	OPC
C1galt1	OPC
Svil	OPC
Top1	OPC
Srrm3	OPC
Polg	OPC
Ggh	OPC
Dcc	OPC
Irx1	OPC
Klhl5	OPC
Tafa1	OPC
Cit	OPC
Dcaf12l1	OPC
Stox2	OPC
Omg1	OPC
Mtss21	OPC
Orai1	OPC
Nceh1	OPC
Cxxc4	OPC
Vwc2	OPC
Slitrk5	OPC
H2afy2	OPC
Cacna1a	OPC
Nmnat2	OPC
Ostc	OPC
Bex1	OPC
Tafa5	OPC
Bex2	OPC
Reep1	OPC
Sar1b	OPC
Dusp11	OPC
Pou3f31	OPC
Gas1	OPC
Rab2a	OPC
Klhl13	OPC
Sgcz	OPC
Arfgef3	OPC
Erg28	OPC
Dipk1b	OPC
Spry21	OPC
Carnmt1	OPC
Rbm4b	OPC
Selenok	OPC
Gm45159	OPC
Kcnh8	OPC
Cd302	OPC
Hspa5	OPC
Pdia3	OPC
Arhgap35	OPC
Srek1	OPC
Ube2s	OPC
Eya1	OPC
Bcl6	OPC
Etv5	OPC
Zfp503	OPC
Spats2l	OPC
Arvcf	OPC
Tmem108	OPC
Cav1	OPC
Wdr1	OPC
Cdr1os	OPC
Flrt1	OPC
Inka2	OPC
Kcnk21	OPC
Pnmal2	OPC
Cct3	OPC
Kcnd3	OPC
Lrrfip1	OPC
Gm13889	OPC
Inava	OPC
Tm7sf3	OPC
Map3k1	OPC
Fam155a	OPC
Tm9sf4	OPC
Nav2	OPC
Thsd7a	OPC
Syt16	OPC
Npdc1	OPC
Cadps	OPC
Csnk2a1	OPC
Cdh101	OPC
Sorcs1	OPC
Gpr85	OPC
Tmem167	OPC
07-Sep	OPC
Efs	OPC
Lbh	OPC
Nrxn3	OPC
Masp1	OPC
Adamts1	OPC
Fam3c	OPC
Lrrn3	OPC
Bcl7a	OPC
Sdf2l1	OPC
Elavl3	OPC
Agfg1	OPC
Tra2b	OPC
Cxadr	OPC
Grid1	OPC
Kcnc3	OPC
Ddah2	OPC
Cthrc1	OPC
Ctnna2	OPC
Dock9	OPC
Kcnip1	OPC
Ugt8a	OPC
Cntn6	OPC
Tshz2	OPC
Tro	OPC
